session_num;query_num;click_item;rec_list;purchase
330;338307;57909;9103,72561,72562,83447,1802,9333,2034,63286,2820,32834,174629,53305,10571,36770,10844,33363,10990,65239,43616,33696,76251,3879,11481,4099,34161,4185,28394,4364,11909,4450,4565,77661,12086,34614,34641,4623,34692,56303,45730,169239,4991,12528,67698,35010,12568,5045,89212,57162,78742,57258,5152,12736,46632,57465,35333,35363,12953,35368,35389,68366,35403,13021,5472,13042,13043,79243,5582,29254,5598,13124,5643,35598,5683,79341,5723,5724,46907,5725,13256,46942,5828,13326,13329,35776,57748,89967,5827,24881,135981,5891,177255,35859,29414,13414,128553,35867,13520,6006,131066,57835,126172,6033,6034,6032,13556,13557,35948,47070,47069,35981,79520,35980,79519,35978,19510,171245,6080,13595,6078,36033,13620,36031,6135,57909,6159,36082,36083,13663,207813,36094,13742,6248,36146,13758,47167,57976,57991,57994,68815,207838,6308,47186,136174,13805,13804,13806,36202,13851,90193,6371,6369,36266,36267,6372,79662,58054,29644,36271,36272,13930,13931,90248,6460,13983,36358,79710,47296,14001,36363,90306,14020,68930,207876,19831,90311,79718,6510,14026,68955,36411,36410,47344,6560,19898,14082,6723,14124,14123,14280,58240,14228,6749,14284,20003,6762,14299,6848,36768,69167,14446; 0
331;334;124746;110,1371,50338,124746,31815,90915,65054,23650,4418,77736,45410,57608,133421,89967,6033,6034,6032,13559,13805,36608; 0
331;10470;124746;110,124746,31815,3001,33272,65054,86495,23650,4216,77736,45410,57608,133421,89967,5827,6033,6034,6032,13559,79659; 0
331;404486;52882;131652,190757,92423,81174,81628,8440,60543,82489,1310,31315,95167,124746,83381,51077,61976,1759,83810,114330,129727,2063,240537,16739,27279,32287,115479,2642,17046,32632,99988,52882,358969,121930,12052,28686,34659,77769,67128,141732,12188,185071,18760,130642,34937,24264,25470,29827; 0
332;335;38128;271764,108390,7771,92032,543,38128,31048,26598,2237,73775,10559,3205,34053,7481,33528,11524,5462,35422,79399,35768; 0
333;336;37775;401,37775,81052,30447,59539,109094,81104,7958,33025,30025,70113,34576,56041,12295,34914,12449,35048,5858,35787,13740; 0
335;338;48167;48167,401,30423,7877,20872,70305,26191,30472,7958,619,38246,49280,1800,32851,33025,10723,5858,131136,136139,36694; 0
335;20992;36694;48167,401,30423,7877,20872,70305,26191,30472,7958,619,38246,49280,1800,32851,33025,10723,5858,131136,136139,36694; 0
337;340;11559;109513,60418,8650,1296,21779,9027,32082,2509,32902,66520,58667,151805,171922,3569,75786,17917,170638,76534,11559,34062; 0
337;332967;66165;21437,112948,39993,9051,202290,26925,61732,326851,31602,61763,83271,50877,129591,129597,206869,114112,205358,1945,16535,219488,40912,22183,97951,84043,73303,276793,262682,98079,16691,202380,16701,129765,172306,51887,170274,203952,16845,2534,63229,187887,358069,406789,63503,17087,129909,74300,63630,129933,129934,176592,274785,204060,32800,117649,202584,125150,101046,117824,117825,75027,64275,168828,209477,75155,192543,168888,147855,192662,265532,132583,188357,197015,86471,197033,263320,54428,227123,205741,33788,120340,4079,330435,188842,207366,234663,23652,4145,28379,55297,66165,121197,432559,179756,181200,175034,410292,291257,193447,184818,184819,184820,208705,378296,4548,227421,202949,554342,184834,361446,403637,193457,205946,405425,268439,4593,211578,18600,202974,128108,149373,392767,207515,197272,4735,427127,376920,173025,413616,67336,34897,326110,389704,125861,200196,130777,397843,196164,206358,396398,6710,198980,378898,171427,169499,208951,207912,396147,416959,383943,442596,392314,203348,375730,392905,210838,204871,385613,397715,175765; 0
338;341;1407;30327,342809,1407,8963,72413,2124,2391,2809,3055,33148,3717,4016,76906,65292,76045,11867,79141,5417,5691,57951; 0
338;30915;4016;30327,342809,1407,8963,72413,2124,2391,2809,3055,33148,3717,4016,76906,65292,76045,11867,79141,5417,5691,57951; 0
338;31046;4016;30327,342809,1407,8963,72413,2124,2391,2809,3055,33148,3717,4016,76906,65292,76045,11867,79141,5417,5691,57951; 0
338;31079;3717;30266,30913,8328,8623,8737,1407,83646,9617,32311,33206,3715,3717,87643,5946,3655,11746,89662,90013,13684,6434; 0
338;31089;60;60,61,7590,48157,387,31013,82091,8644,39388,1356,32270,33157,11338,45130,12059,12217,35522,6184,13697,7170; 0
338;31171;1356;60,61,7590,48157,387,31013,82091,8644,39388,1356,32270,33157,11338,45130,12059,12217,35522,6184,13697,7170; 0
339;342;5413;746,35015,45243,35311,35380,12965,35382,35383,5417,5414,5413,35378,35384,5422,5423,12970,5451,13345,13729,36472; 0
339;31178;35380;746,35015,45243,35311,35380,12965,35382,35383,5417,5414,5413,35378,35384,5422,5423,12970,5451,13345,13729,36472; 0
341;344;24764;235,2034,2140,34549,68366,35438,5472,5683,24764,35627,5891,6318,36363,36411,36412,36410,6530,6560,6754,14649; 0
341;667172;5828;9074,9103,72561,72562,83447,1802,2034,2820,32834,10844,33363,54344,43616,3726,4099,34157,18208,4565,12086,34641,4623,56433,45730,4991,12528,67698,35010,5045,89212,57162,5152,5153,68032,12736,5232,46632,57465,79064,35260,12809,19005,157732,79081,12953,35368,13021,5485,13042,13043,79243,5582,5598,5643,35598,5683,79341,5723,5724,46907,13256,46942,5828,13326,13329,35776,57748,5827,5891,13414,35867,47002,47004,19479,13520,6006,57835,126172,6032,13556,13557,47070,47069,6061,35981,79520,35980,79519,6080,35997,6078,79526,13620,36031,6135,57908,6158,6159,36082,36083,13663,36094,13748,6248,36146,36155,57991,6308,6307,13805,13804,13806,36202,47196,90188,90193,6371,79659,36266,6372,79662,58054,36271,36272,13930,13931,90248,6460,36358,79710,47296,14001,36363,19831,90311,79718,6510,14026,68955,36411,36412,36410,25312,14082,6723,14124,36586,14123,58240,14228,14218,6749,79809,36550,6762,36613,6844,36706,6848,25506,79894,69167,14441,79911,6943,36809,14444,14446,7100,14648,7122,126566,58464,131505,47708,7208,14758,69383,80173,7300,14889,14890,14891,90787,14894,58636,58637,14896,14895,7398,14913,25833,14934,58677,20432,131616,25911,176017,176018,375966; 0
342;345;86512;71,30340,8067,38658,84488,9989,99672,63620,41935,10691,46680,69518,11062,33529,11032,86512,11177,66876,12471,136153; 0
342;31168;86512;71,8067,38658,9832,84488,9989,99672,63620,41935,2877,10691,46680,33292,10858,11062,86512,12471,67634,68703,136153; 0
343;346;9308;80428,30165,7726,81078,38080,70667,31460,21759,9308,32226,10317,3001,33050,88079,35015,45326,13030,58126,14082,36706; 0
346;349;90259;84626,12646,67926,150215,133279,5384,19096,35458,5504,46779,5898,57773,126181,90259,128733,164383,6544,14525,36938,375973; 0
346;884535;378740;12030,4513,66848,122451,12032,23932,56002,135451,105806,56003,122454,77573,66850,4514,66851,156738,295291,56005,34560,77575,23933,4515,56006,122458,231240,105808,392179,66853,4516,149186,184802,193439,167564,18483,376919,12034,88263,132940,12035,398922,45153,122464,175096,77580,201484,163914,408643,350947,4518,88266,122465,350948,208700,323758,130513,386806,352438,34564,23939,336320,156744,24005,57404,35203,247625,529257,157553,519306,349757,142481,685992,297363,385110,416543,157555,525409,531225,295569,608474,157556,12754,418706,157565,625661,231490,150161,142507,68205,173168,68208,227670,157599,128318,195942,189685,394311,596457,581057,486823,573365,432453,494683,581213,445668,189712,569936,497340,261725,166024,516827,449262,35249,142630,57471,135760,5363,46708,195972,89755,5362,24599,135804,12918,157975,409733,185493,142891,133278,35342,12920,89756,12919,128541,131021,79421,151487,13390,5883,13391,35821,5885,128543,128544,200288,89992,57788,57787,13424,13425,128565,159059,159058,13447,133453,166145,407174,416605,13521,453954,382151,166167,131073,13540,6013,435211,166169,47048,458609,126181,208890,397813,133482,177276,453313,160757,68676,126180,388962,13549,173318,57842,79493,133480,79691,13942,126305,403517,518130,388655,128734,412458,126391,379209,383163,378008,378740; 0
346;900191;12646;12621,46209,67846,78623,12646,559599,46621,271526,266374,89663,171059,46624,271527,166021,142575,465137,142576,273660,518659,162326,263973,502560,142577,261718,46625,35236,273661,166022,268787,12791,189713,125886,299265,89664,68247,142578,150215,282745,133233,157646,24517,29120,46626,57461,5230,142580,227685,157648,407674,263975,150216,209766,475176,280694,410298,397120,179940,406282,57463,79062,157649,185359,541898,185360,284693,427215,384394,390677,208823,440391,501445,426632,378571,268790,150222,35237,287093,396511,565482,370672,390942,12794,423429,280695,401701,437624,558411,424716,135754,384985,528838,89665,435938,524382,275721,519231,478630,388243,375280,275722,282748,423764,278134,565700,24519,472254,494265,417580,587771,522535,293356,271530,559726,519403,46633,157658,35238,142589,580410,255657,504606,193972,252758,275724,396068,436571,271535,150228,400301,177150,208824,157663,420815,79065,35239,142641,427396,541242,433391,368985,150274,418076,453120,150277,150276,275735,5256,128341,280720,368986,369843,247642,12925,57539,5368,12923,133279,5384,12954,13045,178631,5501,171106,35458,5503,5504,46960,5898,57773,36315,90259,128721,208931,13938,58098,131212,6422,36319,13954,128733,171353,131217,164383,232917,6544,36420,69276,36938,29977,126657,169640,80192,69439,20352,47789,131563,206463,377672,400990; 0
347;350;234568;59954,49062,30700,81533,59965,8619,1159,63798,42271,32979,53224,85571,85714,10584,3170,3171,234568,374790,376524,381811; 0
347;49082;53224;59954,49062,30700,81533,59965,8619,1159,63798,42271,32979,53224,85571,85714,10584,3170,3171,234568,374790,376524,381811; 0
350;354;80149;48286,136900,186532,8093,39553,230664,10229,45291,23434,34192,122441,12136,19471,13607,36154,6478,36408,80149,7300,136604; 0
351;355;14894;4991,35980,36031,79911,14445,36809,14444,58464,126673,14894,58636,58637,25834,25833,25911,176017,176018,383462; 0
353;357;50551;50551,132266,28305,4081,18363,121915,163867,11881,66589,66669,28885,5176; 0
353;143541;380998;95292,50551,450872,61510,217935,31981,219445,488783,114552,219597,191802,9852,132266,84470,391321,654851,154444,551255,341087,74342,74343,285986,183626,254339,188110,183738,147393,43224,212904,86646,225122,526364,246038,4012,55014,28305,4081,464804,455616,18363,125563,121915,197207,163867,11881,66589,420296,66669,570086,130481,45147,162151,18510,675699,282480,282481,56234,271242,28885,149701,368904,189430,566590,370589,157180,149702,157181,263824,518017,297250,585447,370590,424032,273534,580613,484399,369757,490798,486206,510200,396595,512176,564516,555138,581837,142062,370591,263825,173066,592060,428866,395713,433127,34936,369759,88924,189433,189434,142063,135605,370593,438890,24325,278054,78798,46379,5176,78946,258742,275690,227651,68137,78947,68138,380998; 0
354;358;1364;82282,82293,71631,163030,274258,1381,82790,83498,127299,54695,127984,1364,12336,79565,13653,57923,131463,171569,171571,14703; 0
354;48581;79565;82282,82293,71631,163030,274258,1381,82790,83498,127299,54695,127984,1364,12336,79565,13653,57923,131463,171569,171571,14703; 0
354;48992;82293;82282,82293,71631,163030,274258,1381,82790,83498,127299,54695,127984,1364,12336,79565,13653,57923,131463,171569,171571,14703; 0
354;49196;127984;82282,82293,71631,163030,274258,1381,82790,83498,127299,54695,127984,1364,12336,79565,13653,57923,131463,171569,171571,14703; 0
354;49333;127984;82282,82293,71631,163030,274258,1381,82790,83498,127299,54695,127984,1364,12336,79565,13653,57923,131463,171569,171571,14703; 0
354;113123;198870;126957,26480,30952,30953,21269,909,8369,60428,81966,110642,272061,93972,110665,293888,196482,129375,197867,134221,131875,38824,129376,110843,31010,152799,31012,233193,322370,126978,49693,21327,145176,38862,137547,152817,31038,94270,31040,60616,82162,49749,110981,322386,26543,137572,191055,129388,15841,94328,216669,111040,21378,391082,21392,126999,134251,145267,82265,15889,8551,199354,15893,111184,94524,31120,94539,1098,94541,31126,94542,197894,203712,49863,111276,203720,82353,94685,15950,60840,8615,71629,345901,94801,1190,15987,191148,94845,39204,191149,1216,191165,50058,60980,129482,26714,31309,1306,153136,234227,82693,95228,182597,145566,50303,408040,21597,8797,1370,26768,1371,50338,163071,145604,39626,26794,1445,206777,1457,50521,21695,72170,179192,31541,1575,129631,1748,203837,434677,294216,239729,9253,40335,218811,96919,16608,2039,176450,62446,2208,305567,341005,52028,139144,187825,84824,27501,32707,210343,42322,10623,192500,263153,208534,50195,163600,23158,40179,33492,130157,155633,43670,3865,50278,188892,11713,23755,121507,18298,77231,77302,11864,105283,293040,18372,31075,4463,88158,55905,11969,169970,141679,34711,77923,89335,167757,181462,170096,389570,432387,198865,198870,131053,90064,90261,90262,128724,25424,376168,6735,47545,80118; 0
354;295314;260941;109869,384785,138523,113702,305210,300774,51235,27099,97351,51305,146224,62234,22070,543245,346609,73242,73254,199569,2100,84158,51917,146579,32217,98543,98544,529119,398798,276873,360228,322866,51963,115254,220228,422716,241101,514944,419469,360234,98573,73795,421766,85020,159916,360465,147107,515113,116738,310476,418580,337551,339313,410854,221679,419412,505715,396114,400870,116850,174568,337558,493394,147152,221943,277098,449731,32895,42563,3149,207141,546383,301815,551174,272831,390012,232388,170450,564621,301826,344281,325231,243543,243545,512278,439753,212833,481538,325233,277209,533536,64312,525472,543364,329870,399702,523422,230816,347476,369472,550844,524559,155112,205616,320792,516132,188258,419416,570841,474633,244004,524621,553357,564330,507763,347728,209516,86572,453364,323344,132674,248373,502174,438402,135166,448069,381651,422951,260941,162003,130314,120521,261031,505643,380530,399503,273283,141307,201452,66623,291252,88323,170892,417578,410257,46148,495236,398981,407820,261610,167738,528632,213555,497181,251640,532572,524782,441717,227655,527297,537075,573550,78958,532393,403844,525210,478803,530116,492072,497182,213576,229708,208886,210777,29469,131317,418746,422731,208955,493996,517214,473656,440579,421396,133709; 0
354;423567;11969;126957,26480,30952,30953,21269,909,8369,60428,81966,110642,272061,93972,110665,293888,196482,129375,197867,134221,131875,38824,129376,110843,31010,152799,31012,233193,322370,126978,49693,21327,145176,38862,137547,152817,31038,94270,31040,60616,82162,49749,110981,322386,26543,137572,191055,129388,15841,94328,216669,111040,21378,391082,21392,126999,134251,145267,82265,15889,8551,199354,15893,111184,94524,31120,94539,1098,94541,31126,94542,197894,203712,49863,111276,203720,82353,94685,15950,60840,8615,71629,345901,94801,1190,15987,191148,94845,39204,191149,1216,191165,50058,60980,129482,26714,31309,1306,153136,234227,82693,95228,182597,145566,50303,408040,21597,8797,1370,26768,1371,50338,163071,145604,39626,26794,1445,206777,1457,50521,21695,72170,179192,31541,1575,129631,1748,203837,434677,294216,239729,9253,40335,218811,96919,16608,2039,176450,62446,2208,305567,341005,52028,139144,187825,84824,27501,32707,210343,42322,10623,192500,263153,208534,50195,163600,23158,40179,33492,130157,155633,43670,3865,50278,188892,11713,23755,121507,18298,77231,77302,11864,105283,293040,18372,31075,4463,88158,55905,11969,169970,141679,34711,77923,89335,167757,181462,170096,389570,432387,198865,198870,131053,90064,90261,90262,128724,25424,376168,6735,47545,80118; 0
355;359;33975;11385,54952,33975,4991,5045,57162,35311,35980,36031,14441,79911,14445,36809,14444,58464,14894,58636,25911,176018,383462; 0
355;262629;379732;30059,40,30151,152,30170,7637,91543,80698,48374,269,59284,48391,20771,293,59305,313,59335,341,7842,30410,70250,30411,81055,48682,15418,92620,8209,197896,82396,71745,39407,31295,31322,8886,1731,96786,9231,1785,83533,1788,31763,16437,31764,31765,83535,1803,31846,1894,22046,1907,97346,40592,31878,31986,2506,32443,228801,17059,32606,63605,41998,129944,42020,10232,132389,10441,85523,74837,27737,10476,10478,64179,10653,3246,75227,53597,33212,76242,3826,43814,33772,76254,87223,55140,66439,122145,34648,46655,35283,107062,246417,13029,29298,68627,6313,36500,36501,14501,47902,14971,69559,47913,47935,42951,43236,3580,33548,3609,70795,17885,3817,76471,11406,33945,33946,148523,54952,33975,44199,4009,34010,55066,44344,4091,87421,4128,34154,34190,66294,119887,55577,77169,121682,66529,28521,77320,141345,4400,55800,66759,62086,184814,45227,12117,184874,77743,34670,45493,169230,85529,12911,89757,35350,35349,19082,13048,57577,35513,135861,29249,35520,74396,29284,2780,68495,181509,13231,24786,171161,126098,13323,13737,6223,36131,29572,36195,58009,12328,124371,196118,6396,39909,47288,13979,13986,13987,29683,47295,6721,14248,36665,6920,128955,173577,133814,136513,69459,90794,379732; 0
356;360;252495;129597,84043,73303,172306,170274,203952,100044,204060,32800,32949,32950,85877,252495,175034,193447,184819,18600,128108,376159,57874; 0
356;10591;203952;129597,84043,73303,172306,170274,203952,100044,204060,32800,32949,32950,85877,252495,175034,193447,184819,18600,128108,376159,57874; 0
356;535300;68398;21115,49118,915,38701,1188,15978,50079,31248,61010,95184,26731,71942,61771,16852,17029,84832,63390,85433,33008,42482,17415,53328,125224,160109,75611,118899,270517,23180,270518,3535,65068,160150,33556,43530,270594,75962,28088,28089,181073,86752,28266,23542,87188,195674,34117,44419,44420,28367,4137,355065,66101,28376,18194,18196,160430,4796,149523,125705,201537,35147,29059,78860,165993,211654,29060,130761,275698,24499,293340,247622,135730,181418,89609,35198,68398,166087,436573,194301,57727,35722,24896,131020,5881,151482,175502,35811,151471,133433,227814,470714,20138; 0
357;361;67698;53305,65239,43616,3726,34614,77736,67380,34994,4991,67698,5045,57162,35368,5724,35981,35980,36031,6308,13851,14082; 0
360;364;6249;4928,5338,13087,175569,36012,233918,6249,25211,58131,36392,14088,14207,36608,14161,6795,36660,58335,79900,14673,47737; 0
361;41074;34081;382,1136,39388,9707,32166,2329,3057,3113,33676,33818,4603,35143,3456,4053,34081,66963,5058,5212,5352,58117; 0
361;41362;5058;382,1136,39388,9707,32166,2329,3057,3113,33676,33818,4603,35143,3456,4053,34081,66963,5058,5212,5352,58117; 0
364;368;336354;504,15825,162994,1534,26547,184403,336354,178508,208748,29432,177268; 0
365;369;9154;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;16299;882;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;16383;40156;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;16426;882;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;16517;2920;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;16544;9154;80451,8328,882,15747,1211,40156,9154,10133,2920,2921,3115,53294,33073,103869,23569,76611,28301,4485,35507,13472; 0
365;160583;4408;13,151858,253013,122,144451,308436,324,7794,70207,168254,403,168265,164791,397561,30485,134074,37901,199237,37961,37962,38311,728,81878,216209,269325,331490,60451,283214,262276,111156,237755,8549,194982,182438,177741,226405,94810,377333,82467,187014,153250,132018,95878,1520,83507,232184,283500,83660,355949,83777,283525,1984,51470,260085,240468,219550,32111,375802,398015,84255,269982,346755,22320,402358,9847,63197,2523,74393,85180,420327,250273,32939,170417,42719,132510,10712,3889,87100,103607,23512,44080,44127,11479,54992,55011,265764,87337,34843,106806,18741,107024,46578,348303,79034,89673,123859,155290,23065,86077,53729,3432,289582,311016,17816,86566,135128,6266,65343,383254,170673,400966,411338,564535,282179,55013,195096,76736,262358,141083,369164,323634,90113,4408,55859,169107,201473,33864,381210,251144,28580,415577,394152,45093,177014,396492,34707,12181,408497,378769,379545,12375,56564,4973,157290,89449,173140,68623,383573,208829,264004,395027,5268,57481,247647,414065,68290,5278,434374,79102,399752,178608,425252,5333,378200,68316,142887,255857,390272,387505,407322,57911,413761,378952,465407,382693,203442,389844,7329,14850,47785,391011,374773,435685,204966,376499,393349,377906,380719,378834,417970,380980,421079,394171,392848,403596,376307,394114,394117,388183,397960; 0
365;887859;10290;73343,32342,84517,9896,52122,2507,52373,17018,84856,17050,32567,84875,10124,17101,22624,32708,10290,85404,22807,43085,33527,65152,119296,23288,23656,4187,66361,66682,67634,67669,36277,90348,128859,126468,381607,79883,128993; 1
365;972586;4408;13,151858,122,144451,308436,324,7794,70207,168254,403,168265,164791,397561,30485,134074,37901,199237,37961,37962,38311,728,81878,216209,269325,331490,60451,283214,262276,111156,237755,8549,194982,182438,177741,226405,94810,377333,82467,187014,153250,132018,95878,1520,1762,83507,232184,283500,83660,355949,83777,283525,1984,51470,260085,422261,219550,32111,398015,269982,346755,22320,402358,9847,63197,2523,274754,74393,85180,420327,250273,32939,170417,132510,10712,3889,87100,103607,23512,44080,44127,11479,54992,55011,265764,87337,34843,106806,18741,46578,79034,89673,190484,273773,123859,155290,23065,86077,53729,3432,289582,311016,17816,86566,135128,6266,65343,383254,170673,400966,411338,564535,282179,55013,195096,76736,262358,204386,141083,369164,323634,90113,4408,55859,169107,201473,355667,33864,381210,251144,28580,415577,394152,45093,644342,177014,397168,209177,34707,12181,408497,378769,379545,4818,12375,4973,89449,173140,68623,383573,208829,264004,395027,5268,57481,247647,414065,68290,5278,434374,79102,399752,178608,425252,5333,378200,68316,142887,255857,390272,387505,417297,407322,57911,413761,378952,465407,382693,203442,389844,7329,14850,47785,391011,374773,435685,204966,376499,393349,377906,378834,417970,380980,421079,394171,392848,403596,376307,394114,394117,397960; 0
366;30939;13991;43491,76154,28376,77311,11875,12075,79305,13991,25619,25618; 0
366;31193;76154;43491,76154,28376,77311,11875,12075,79305,13991,25619,25618; 0
367;371;104826;1189,161390,21994,16466,16661,32138,41095,62883,174426,101271,64820,11569,104826,11904,202981,46714,35564,22271,14480,25594; 0
368;372;34641;20675,352,70672,31466,1708,9338,40969,84601,2820,47618,4099,34641,88740,5450,35625,13329,89973,6221,13748,79717; 0
368;84961;30110;190559,80371,58832,107803,176042,15129,88,37225,30110,20619,69734,20620,7581,58957,200571,30205,205044,20692,208086,144409,108425,249,30258,91755,30262,80761,80762,278354,59230,20748,80763,7705,26092,7805,30376,48546,278431,37891,15413,182090,606,59890,70997,30845,180425,21194,60213,60232,110365,110368,137401,8346,945,71269,8449,8450,8490,31111,60946,62044,31818,202335,195175,1917,138706,40815,9602,97948,9604,32071,62574,22207,22212,16700,114878,73409,199586,51760,32174,84228,51873,22292,132268,279377,9960,63208,10008,279406,22470,27446,99446,52423,84823,116356,84873,41781,32636,139469,85109,277062,100341,74520,100346,10291,27625,17197,2861,134858,10321,85307,32832,188044,17294,10445,27750,209452,161815,170487,10710,17568,10902,3491,64854,102165,33409,86284,43178,261312,122292,34513,6283,79746,6621,47403,90405,107410,79874,136379,14430,14431,90604,80124,20292,20296,36976,58533,69515,171689,90903,58729,86053,202650,75465,286209,167293,43147,118807,54045,140243,33530,140357,28111,43667,54547,23508,33935,193059,65890,76769,11765,156463,170768,231203,23927,67127,4763,34849,12643,35106,12680,57335,7695,35749,5986,47152,178739,19641,68940,79722,19842,79723,175764,6708,47425,36655,136342,173534,166336,47520,200502; 0
368;916855;7705;190559,80371,58832,107803,176042,15129,88,37225,30110,20619,69734,20620,7581,58957,200571,30205,205044,20692,208086,144409,108425,249,30258,91755,30262,80761,80762,278354,59230,20748,80763,7705,26092,7805,30376,48546,278431,37891,15413,182090,606,59890,70997,30845,180425,21194,60213,60232,110365,110368,137401,8346,945,71269,8449,8450,8490,31111,60946,62044,31818,202335,195175,1917,138706,40815,9602,97948,9604,32071,62574,22207,22212,16700,114878,73409,199586,51760,32174,84228,51873,22292,132268,279377,9960,63208,10008,279406,22470,27446,99446,52423,84823,116356,84873,41781,32636,139469,85109,277062,100341,74520,100346,10291,27625,17197,2861,134858,10321,85307,32832,188044,17294,10445,27750,209452,161815,170487,10710,17568,10902,3491,64854,102165,33409,86284,43178,261312,122292,34513,6283,79746,6621,47403,90405,107410,79874,136379,14430,14431,90604,80124,20292,20296,36976,58533,69515,171689,90903,58729,86053,202650,75465,286209,167293,43147,118807,54045,140243,33530,140357,28111,43667,54547,23508,33935,193059,65890,76769,11765,156463,170768,231203,23927,67127,4763,34849,12643,35106,12680,57335,7695,35749,5986,47152,178739,19641,68940,79722,19842,79723,175764,6708,47425,36655,136342,173534,166336,47520,200502; 0
370;374;30785;80752,59319,394,81082,59740,30556,417701,8020,8225,30785,97649,63802,24203,4991,126047,36408,36587,36706,58313,14441; 0
370;198689;180372;108478,80752,7699,7700,37495,252,59319,59372,70129,134035,7796,59377,169756,59381,331230,214792,345,214793,275994,20820,59487,394,48662,20898,81082,59613,525,59679,48781,30516,59740,231987,70529,180372,59746,48861,38028,30556,417701,8020,81304,144730,215344,152332,509633,131756,253215,109512,15461,262107,92741,287439,48885,308647,236824,349964,137266,70873,8225,110095,278586,93495,328614,152575,30785,60139,144940,249226,168344,21163,152581,26398,232031,21225,93837,264481,71320,8421,21325,211043,200758,445142,350078,71660,124568,134287,71713,134297,72019,249528,182630,272217,21606,252174,137994,174164,514081,594841,82804,351687,21654,217759,217760,199440,61430,50822,113635,159693,182944,40449,1825,138546,132140,40747,206884,97649,269908,2187,2189,276827,198126,174392,98296,2236,84382,73732,32402,267617,63802,129963,234455,42292,17276,369441,222208,32991,192476,22946,352120,127711,511522,17668,192669,140185,376570,321337,119822,184285,28238,225289,410466,28384,282306,188927,77062,268370,34553,170848,67003,382853,452650,24203,273506,24206,34882,18775,35313,135802,128412,158403,461886,175629,19640,406949,178738,136158,405433,375952,25116,13763,198924,6256,6265,36159,164331,36588,36587,380866,178801,378800,206359,133705,131326,6860,58313,206448,25713,58504,20442,374954; 0
370;227338;169756;108478,80752,7699,7700,37495,252,59319,59372,70129,134035,7796,59377,169756,59381,331230,214792,345,214793,275994,20820,59487,394,48662,20898,81082,59613,525,59679,48781,30516,59740,231987,70529,180372,59746,48861,38028,30556,417701,8020,81304,144730,215344,152332,509633,131756,253215,109512,15461,262107,92741,287439,48885,308647,236824,349964,137266,70873,8225,110095,278586,93495,328614,152575,30785,60139,144940,249226,168344,21163,152581,26398,232031,21225,93837,264481,71320,8421,21325,211043,200758,445142,350078,71660,124568,134287,71713,134297,72019,249528,182630,272217,21606,252174,137994,174164,514081,594841,82804,351687,21654,217759,217760,199440,61430,50822,113635,159693,182944,40449,1825,138546,132140,40747,206884,97649,269908,2187,2189,276827,198126,174392,98296,2236,84382,73732,32402,267617,63802,129963,234455,42292,17276,369441,222208,32991,192476,22946,352120,127711,511522,17668,192669,140185,376570,321337,119822,184285,28238,225289,410466,28384,282306,188927,77062,268370,34553,170848,67003,382853,452650,24203,273506,24206,34882,18775,35313,135802,128412,158403,461886,175629,19640,406949,178738,136158,405433,375952,25116,13763,198924,6256,6265,36159,164331,36588,36587,380866,178801,378800,206359,133705,131326,6860,58313,206448,25713,58504,20442,374954; 0
370;711541;214792;108478,80752,7699,7700,37495,252,59319,59372,70129,134035,7796,59377,169756,59381,331230,214792,345,214793,275994,20820,59487,394,48662,20898,81082,59613,525,59679,48781,30516,59740,231987,70529,180372,59746,48861,38028,30556,417701,8020,81304,144730,215344,152332,509633,131756,253215,109512,15461,262107,92741,287439,48885,308647,236824,349964,137266,70873,8225,110095,278586,93495,328614,152575,30785,60139,144940,249226,168344,21163,152581,26398,232031,21225,93837,264481,71320,8421,21325,211043,200758,445142,350078,71660,124568,134287,71713,134297,72019,249528,182630,272217,21606,252174,137994,174164,514081,594841,82804,351687,21654,217759,217760,199440,61430,50822,113635,159693,182944,40449,1825,138546,132140,40747,206884,97649,269908,2187,2189,276827,198126,174392,98296,2236,84382,73732,32402,267617,63802,129963,234455,42292,17276,369441,222208,32991,192476,22946,352120,127711,511522,17668,192669,140185,376570,321337,119822,184285,28238,225289,410466,28384,282306,188927,77062,268370,34553,170848,67003,382853,452650,24203,273506,24206,34882,18775,35313,135802,128412,158403,461886,175629,19640,406949,178738,136158,405433,375952,25116,13763,198924,6256,6265,36159,164331,36588,36587,380866,178801,378800,206359,133705,131326,6860,58313,206448,25713,58504,20442,374954; 0
371;375;9971;58916,15322,521,81645,30863,60637,1189,9437,32138,9971,10162,32817,6146,7457,80334,9582,12135,35404,36329,7268; 0
371;41044;81645;58916,15322,521,81645,30863,60637,1189,9437,32138,9971,10162,32817,6146,7457,80334,9582,12135,35404,36329,7268; 0
372;376;3855;7789,8644,111528,2582,2645,10388,23429,261883,47473,14374,124250,3855,23568,34711,5339,5830,126114,13715,14607,180210; 0
